,mid,genres
30940,268245,"[{'id': 18, 'name': 'Drama'}]"
30941,257238,"[{'id': 18, 'name': 'Drama'}]"
30942,279086,[]
30943,46106,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
30944,74666,"[{'id': 18, 'name': 'Drama'}]"
30945,73329,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]"
30946,143144,[]
30947,37413,"[{'id': 53, 'name': 'Thriller'}]"
30948,43773,"[{'id': 18, 'name': 'Drama'}]"
30949,36329,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
30950,117343,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
30951,43756,"[{'id': 18, 'name': 'Drama'}]"
30952,243462,"[{'id': 18, 'name': 'Drama'}]"
30953,212748,"[{'id': 18, 'name': 'Drama'}]"
30954,46197,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
30955,192644,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
30956,8932,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
30957,86777,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
30958,74477,"[{'id': 18, 'name': 'Drama'}]"
30959,173917,"[{'id': 18, 'name': 'Drama'}]"
30960,71243,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]"
30961,144206,"[{'id': 27, 'name': 'Horror'}]"
30962,152266,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]"
30963,301368,"[{'id': 35, 'name': 'Comedy'}]"
30964,171648,"[{'id': 18, 'name': 'Drama'}]"
30965,75981,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
30966,202960,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
30967,263794,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
30968,30688,[]
30969,161565,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]"
30970,317144,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
30971,73098,"[{'id': 35, 'name': 'Comedy'}]"
30972,174350,"[{'id': 99, 'name': 'Documentary'}]"
30973,189080,"[{'id': 10402, 'name': 'Music'}]"
30974,234555,"[{'id': 99, 'name': 'Documentary'}]"
30975,209248,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
30976,44647,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
30977,213648,[]
30978,240154,"[{'id': 35, 'name': 'Comedy'}]"
30979,285024,"[{'id': 18, 'name': 'Drama'}]"
30980,284729,[]
30981,29109,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
30982,193652,"[{'id': 16, 'name': 'Animation'}]"
30983,49190,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]"
30984,24686,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
30985,277237,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
30986,146371,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
30987,41945,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
30988,179641,"[{'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"
30989,270173,[]
30990,331781,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
30991,37613,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
30992,72183,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
30993,253622,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
30994,25764,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
30995,46783,"[{'id': 18, 'name': 'Drama'}]"
30996,272892,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
30997,140489,"[{'id': 35, 'name': 'Comedy'}]"
30998,29562,"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
30999,277702,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31000,195912,[]
31001,57327,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
31002,63319,"[{'id': 18, 'name': 'Drama'}]"
31003,41869,"[{'id': 18, 'name': 'Drama'}]"
31004,343977,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
31005,72972,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
31006,14787,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
31007,42246,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"
31008,43956,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
31009,199753,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
31010,139374,"[{'id': 35, 'name': 'Comedy'}]"
31011,39408,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
31012,251671,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
31013,102016,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
31014,86326,"[{'id': 27, 'name': 'Horror'}]"
31015,124042,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
31016,202722,"[{'id': 12, 'name': 'Adventure'}]"
31017,58487,"[{'id': 35, 'name': 'Comedy'}]"
31018,159389,"[{'id': 18, 'name': 'Drama'}]"
31019,125911,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
31020,19598,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
31021,100061,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
31022,121604,"[{'id': 18, 'name': 'Drama'}]"
31023,55012,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]"
31024,56766,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31025,110122,"[{'id': 878, 'name': 'Science Fiction'}]"
31026,115290,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]"
31027,96995,"[{'id': 18, 'name': 'Drama'}]"
31028,82626,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]"
31029,174341,"[{'id': 18, 'name': 'Drama'}]"
31030,108322,"[{'id': 18, 'name': 'Drama'}]"
31031,6962,"[{'id': 12, 'name': 'Adventure'}]"
31032,16355,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]"
31033,54099,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
31034,49701,"[{'id': 35, 'name': 'Comedy'}]"
31035,45948,"[{'id': 10749, 'name': 'Romance'}]"
31036,143344,"[{'id': 18, 'name': 'Drama'}]"
31037,49711,"[{'id': 27, 'name': 'Horror'}]"
31038,43027,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
31039,45997,"[{'id': 18, 'name': 'Drama'}]"
31040,46769,[]
31041,60087,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31042,29420,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
31043,29419,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
31044,81937,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
31045,3125,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
31046,42477,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
31047,82667,"[{'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}]"
31048,37042,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
31049,5742,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
31050,5747,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31051,5744,"[{'id': 35, 'name': 'Comedy'}]"
31052,5648,"[{'id': 35, 'name': 'Comedy'}]"
31053,5748,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31054,22373,"[{'id': 18, 'name': 'Drama'}]"
31055,254472,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
31056,270771,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]"
31057,248934,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
31058,347157,[]
31059,129552,[]
31060,126692,[]
31061,85110,"[{'id': 99, 'name': 'Documentary'}]"
31062,127148,[]
31063,127320,[]
31064,127323,[]
31065,207454,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
31066,141603,[]
31067,264999,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
31068,26599,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
31069,260840,"[{'id': 53, 'name': 'Thriller'}]"
31070,346490,"[{'id': 18, 'name': 'Drama'}]"
31071,289891,"[{'id': 18, 'name': 'Drama'}]"
31072,200511,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
31073,72808,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
31074,148757,[]
31075,198466,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]"
31076,81787,"[{'id': 18, 'name': 'Drama'}]"
31077,53914,"[{'id': 18, 'name': 'Drama'}]"
31078,53648,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
31079,3935,"[{'id': 18, 'name': 'Drama'}]"
31080,63176,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
31081,81775,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
31082,108179,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]"
31083,99095,"[{'id': 35, 'name': 'Comedy'}]"
31084,150605,"[{'id': 35, 'name': 'Comedy'}]"
31085,61823,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
31086,67378,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
31087,99883,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31088,110924,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
31089,93907,[]
31090,348090,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]"
31091,85956,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
31092,172824,"[{'id': 18, 'name': 'Drama'}]"
31093,112963,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
31094,172548,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31095,155724,"[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"
31096,179603,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31097,70046,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]"
31098,201350,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"
31099,60662,"[{'id': 18, 'name': 'Drama'}]"
31100,42916,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]"
31101,226188,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31102,137310,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"
31103,332354,"[{'id': 35, 'name': 'Comedy'}]"
31104,248426,"[{'id': 27, 'name': 'Horror'}]"
31105,107262,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31106,56608,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
31107,169594,[]
31108,251544,"[{'id': 53, 'name': 'Thriller'}]"
31109,101176,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
31110,42971,"[{'id': 53, 'name': 'Thriller'}, {'id': 10751, 'name': 'Family'}]"
31111,172729,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
31112,71884,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]"
31113,46227,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]"
31114,261041,"[{'id': 99, 'name': 'Documentary'}]"
31115,253263,"[{'id': 99, 'name': 'Documentary'}]"
31116,98349,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
31117,75329,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
31118,59147,"[{'id': 18, 'name': 'Drama'}]"
31119,33429,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
31120,75657,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
31121,305969,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
31122,68050,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
31123,41771,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
31124,59171,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
31125,114221,"[{'id': 53, 'name': 'Thriller'}]"
31126,15638,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
31127,57709,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
31128,151923,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
31129,77625,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
31130,221161,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
31131,270221,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
31132,66590,"[{'id': 18, 'name': 'Drama'}]"
31133,120457,"[{'id': 35, 'name': 'Comedy'}]"
31134,101956,"[{'id': 18, 'name': 'Drama'}]"
31135,278927,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
31136,65973,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]"
31137,303857,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]"
31138,113525,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
31139,82191,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
31140,169962,"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]"
31141,344560,[]
31142,131830,[]
31143,37501,"[{'id': 35, 'name': 'Comedy'}]"
31144,156140,"[{'id': 35, 'name': 'Comedy'}]"
31145,87194,"[{'id': 16, 'name': 'Animation'}]"
31146,316002,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
31147,206514,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
31148,27379,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
31149,41419,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"
31150,32158,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"
31151,113958,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31152,316654,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31153,112672,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]"
31154,70669,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
31155,126306,"[{'id': 18, 'name': 'Drama'}]"
31156,259075,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]"
31157,294819,"[{'id': 35, 'name': 'Comedy'}]"
31158,105087,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
31159,27743,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]"
31160,293270,[]
31161,124504,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
31162,53121,"[{'id': 18, 'name': 'Drama'}]"
31163,114594,"[{'id': 18, 'name': 'Drama'}]"
31164,172469,"[{'id': 35, 'name': 'Comedy'}]"
31165,197626,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31166,126841,[]
31167,297621,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
31168,45377,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
31169,167153,"[{'id': 18, 'name': 'Drama'}]"
31170,23691,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
31171,80327,"[{'id': 18, 'name': 'Drama'}]"
31172,204607,[]
31173,143547,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
31174,61542,"[{'id': 18, 'name': 'Drama'}]"
31175,137484,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31176,39242,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
31177,34557,"[{'id': 18, 'name': 'Drama'}]"
31178,78096,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]"
31179,102931,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
31180,188529,"[{'id': 18, 'name': 'Drama'}]"
31181,285856,"[{'id': 80, 'name': 'Crime'}, {'id': 37, 'name': 'Western'}]"
31182,73353,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]"
31183,20227,"[{'id': 10402, 'name': 'Music'}]"
31184,17022,"[{'id': 10402, 'name': 'Music'}]"
31185,101752,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
31186,319090,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]"
31187,129067,"[{'id': 16, 'name': 'Animation'}]"
31188,41141,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
31189,203801,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
31190,320385,"[{'id': 99, 'name': 'Documentary'}]"
31191,293625,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
31192,172785,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31193,38246,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
31194,44952,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31195,63971,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
31196,240737,"[{'id': 18, 'name': 'Drama'}]"
31197,74546,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
31198,112878,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
31199,137683,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31200,134018,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]"
31201,163583,[]
31202,82634,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]"
31203,323027,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]"
31204,83785,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
31205,133738,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
31206,41950,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
31207,297173,[]
31208,212752,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
31209,77852,"[{'id': 878, 'name': 'Science Fiction'}]"
31210,12638,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31211,62557,[]
31212,219248,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31213,14983,"[{'id': 27, 'name': 'Horror'}]"
31214,169644,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
31215,87884,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
31216,128612,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]"
31217,83583,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
31218,199056,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31219,41342,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31220,331737,[]
31221,286372,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
31222,337879,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
31223,338234,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
31224,215023,"[{'id': 35, 'name': 'Comedy'}]"
31225,188758,"[{'id': 18, 'name': 'Drama'}]"
31226,255798,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
31227,287689,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]"
31228,333594,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31229,285783,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
31230,300671,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
31231,273169,"[{'id': 35, 'name': 'Comedy'}]"
31232,74645,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
31233,134679,"[{'id': 80, 'name': 'Crime'}]"
31234,319167,"[{'id': 18, 'name': 'Drama'}]"
31235,154980,"[{'id': 18, 'name': 'Drama'}]"
31236,277582,"[{'id': 99, 'name': 'Documentary'}]"
31237,156084,[]
31238,343934,"[{'id': 35, 'name': 'Comedy'}]"
31239,66346,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
31240,127856,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
31241,48412,"[{'id': 10752, 'name': 'War'}]"
31242,29964,"[{'id': 27, 'name': 'Horror'}]"
31243,104974,"[{'id': 28, 'name': 'Action'}]"
